customer_id,num_sessions,avg_session_dur_min,pages_per_session,cart_add_rate,checkout_rate,num_purchases,total_revenue_usd,avg_order_value,days_since_last_purchase,return_rate,device_type,region,acquisition_channel
CUST00267,22,11.39,7.89,0.4636,0.3551,10,442.25,44.22,88,0.1059,mobile,East,organic
CUST00268,22,11.26,7.91,0.4436,0.2753,11,597.78,54.34,94,0.1297,mobile,International,social
CUST00269,23,11.47,8.07,0.4268,0.274,12,27.64,5.0,101,0.1404,mobile,North,organic
CUST00270,21,10.84,7.56,0.3875,0.3601,12,640.97,53.41,91,0.1525,desktop,West,paid_search
CUST00271,22,11.41,7.88,0.3444,0.2475,11,157.59,14.33,80,0.1888,mobile,East,social
CUST00272,23,11.8,8.15,0.4526,0.3824,12,47.76,5.0,95,0.0634,mobile,North,organic
CUST00273,22,11.32,7.92,0.4776,0.2963,11,75.34,6.85,99,0.0514,mobile,International,paid_search
CUST00274,23,11.86,8.16,0.4244,0.3061,11,51.3,5.0,99,0.1264,desktop,International,email
CUST00275,22,11.51,8.0,0.4798,0.2478,12,50.24,5.0,94,0.1242,tablet,South,organic
CUST00276,24,11.99,8.3,0.3607,0.3135,12,263.69,21.97,99,0.1258,mobile,International,paid_search
CUST00277,24,11.93,8.38,0.3682,0.4371,11,151.76,13.8,106,0.178,mobile,North,direct
CUST00278,22,11.16,7.8,0.4575,0.3842,11,369.68,33.61,96,0.0889,mobile,West,paid_search
CUST00279,23,11.85,8.2,0.4376,0.287,11,1939.32,176.3,95,0.1102,desktop,North,social
CUST00280,25,12.59,8.72,0.4727,0.3812,11,208.52,18.96,89,0.0424,mobile,North,email
CUST00281,24,11.97,8.34,0.4123,0.3216,11,15.29,5.0,107,0.19,tablet,West,organic
CUST00282,24,12.27,8.5,0.4879,0.3817,11,181.48,16.5,104,0.0678,mobile,South,organic
CUST00283,22,11.52,8.03,0.5378,0.3688,11,1068.52,97.14,95,0.0737,mobile,North,email
CUST00284,24,12.26,8.54,0.4392,0.1826,11,220.05,20.0,90,0.0738,tablet,South,email
CUST00285,24,12.12,8.33,0.4809,0.2619,11,1618.03,147.09,92,0.0579,tablet,North,organic
CUST00286,22,11.39,7.88,0.4007,0.3867,11,428.14,38.92,97,0.0515,desktop,West,paid_search
CUST00287,22,11.36,7.9,0.489,0.3327,10,25.27,5.0,109,0.0559,mobile,North,paid_search
CUST00288,24,12.29,8.51,0.4759,0.2649,10,280.16,28.02,115,0.0111,desktop,West,email
CUST00289,22,11.18,7.88,0.4603,0.2794,12,353.13,29.43,89,0.052,mobile,South,paid_search
CUST00290,22,11.24,7.78,0.4646,0.2533,12,929.28,77.44,100,0.1837,mobile,South,direct
CUST00291,20,10.45,7.24,0.3182,0.3446,10,2315.86,231.59,111,0.1181,mobile,South,direct
CUST00292,24,11.98,8.38,0.4359,0.4612,12,750.83,62.57,92,0.1359,mobile,East,email
CUST00293,23,11.69,8.2,0.4152,0.3742,11,421.6,38.33,95,0.1474,desktop,North,social
CUST00294,23,11.5,8.05,0.3852,0.4339,11,564.08,51.28,100,0.1782,mobile,East,paid_search
CUST00295,21,10.8,7.43,0.4398,0.3681,11,198.84,18.08,107,0.001,tablet,South,organic
CUST00296,23,11.57,8.09,0.4328,0.391,12,40.17,5.0,110,0.0201,mobile,West,social
CUST00297,21,11.06,7.66,0.4065,0.4336,10,257.56,25.76,98,0.0465,mobile,North,paid_search
CUST00298,23,11.79,8.11,0.369,0.3337,11,384.21,34.93,109,0.059,desktop,West,paid_search
CUST00299,22,11.26,7.8,0.4035,0.319,10,55.33,5.53,94,0.0741,desktop,North,social
CUST00300,22,11.51,7.96,0.4985,0.3824,11,1259.65,114.51,86,0.0703,tablet,North,paid_search
CUST00301,12,7.05,5.03,0.2612,0.2882,5,847.12,169.42,176,0.063,desktop,North,email
CUST00302,12,7.01,4.94,0.2748,0.1964,5,44.95,8.99,185,0.0493,mobile,North,paid_search
CUST00303,10,6.41,4.63,0.3008,0.2023,4,1322.16,330.54,187,0.0113,tablet,East,organic
CUST00304,11,6.7,4.84,0.329,0.2363,5,167.2,33.44,169,0.001,tablet,International,paid_search
CUST00305,11,6.68,4.7,0.3266,0.2645,5,93.54,18.71,162,0.0084,mobile,North,direct
CUST00306,11,6.52,4.69,0.1519,0.2632,5,928.04,185.61,176,0.0241,desktop,East,email
CUST00307,12,6.91,4.9,0.3493,0.1474,5,229.74,45.95,181,0.0371,desktop,South,organic
CUST00308,13,7.39,5.33,0.4017,0.3388,5,2554.96,510.99,191,0.001,mobile,South,paid_search
CUST00309,12,6.92,4.97,0.2823,0.215,5,85.33,17.07,166,0.0316,tablet,South,direct
CUST00310,14,7.71,5.5,0.2439,0.2009,5,28.82,5.76,167,0.001,mobile,West,organic
CUST00311,12,6.82,4.88,0.2747,0.1727,5,173.06,34.61,188,0.0399,desktop,North,organic
CUST00312,11,6.77,4.87,0.2457,0.3421,5,648.6,129.72,186,0.001,mobile,West,organic
CUST00313,12,7.06,5.01,0.2902,0.2158,5,77.85,15.57,173,0.0107,mobile,South,social
CUST00314,10,6.11,4.43,0.2077,0.1814,6,47.33,7.89,190,0.001,desktop,South,paid_search
CUST00315,14,7.72,5.56,0.2498,0.2676,5,324.65,64.93,180,0.0421,mobile,South,organic
CUST00316,13,7.24,5.2,0.378,0.2593,5,40.13,8.03,188,0.0032,mobile,South,social
CUST00317,12,7.0,5.17,0.2345,0.1958,5,357.39,71.48,188,0.0919,tablet,North,organic
CUST00318,11,6.66,4.75,0.3789,0.275,6,160.66,26.78,174,0.0726,desktop,North,social
CUST00319,11,6.5,4.72,0.3135,0.1754,6,450.67,75.11,179,0.047,desktop,South,paid_search
CUST00320,14,8.07,5.69,0.2148,0.1995,5,44.29,8.86,184,0.009,mobile,West,paid_search
CUST00321,12,7.07,5.1,0.3297,0.1179,5,1216.14,243.23,172,0.0726,mobile,North,organic
CUST00322,11,6.59,4.76,0.2761,0.1398,4,195.18,48.8,176,0.0864,desktop,West,social
CUST00323,11,6.56,4.65,0.2482,0.2878,5,628.33,125.67,160,0.0665,desktop,South,paid_search
CUST00324,12,7.01,5.06,0.3236,0.3109,5,800.79,160.16,181,0.1298,mobile,West,paid_search
CUST00325,13,7.42,5.25,0.3198,0.2202,5,58.58,11.72,177,0.0742,desktop,South,social
CUST00326,11,6.7,4.73,0.3488,0.3136,5,727.58,145.52,186,0.0928,mobile,North,social
CUST00327,13,7.22,5.14,0.3468,0.2026,5,42.09,8.42,180,0.0566,mobile,International,organic
CUST00328,13,7.5,5.36,0.3268,0.2128,5,45.05,9.01,174,0.0868,mobile,North,organic
CUST00329,14,7.65,5.49,0.2387,0.2287,5,2767.91,553.58,191,0.0052,mobile,East,organic
CUST00330,11,6.43,4.69,0.2722,0.2105,5,966.15,193.23,182,0.0264,mobile,East,social
CUST00331,12,7.0,5.08,0.4543,0.2148,5,3169.42,633.88,176,0.0693,desktop,South,social
CUST00332,12,7.02,4.95,0.3096,0.2564,4,154.89,38.72,181,0.0666,mobile,International,email
CUST00333,11,6.47,4.61,0.4266,0.2338,6,277.69,46.28,171,0.08,desktop,West,social
CUST00334,12,6.96,4.92,0.3899,0.2713,5,469.36,93.87,183,0.1038,desktop,West,email
CUST00335,11,6.69,4.81,0.308,0.2684,5,241.03,48.21,179,0.001,desktop,International,paid_search
CUST00336,12,7.05,5.05,0.3151,0.2394,5,97.36,19.47,170,0.0057,mobile,East,paid_search
CUST00337,13,7.4,5.32,0.2781,0.1559,4,80.9,20.23,172,0.065,mobile,North,email
CUST00338,11,6.34,4.57,0.2101,0.15,4,318.67,79.67,196,0.007,desktop,West,organic
CUST00339,12,7.23,5.17,0.3112,0.2354,5,65.51,13.1,201,0.2092,mobile,South,paid_search
CUST00340,11,6.79,4.83,0.3658,0.2156,4,63.29,15.82,178,0.0765,desktop,North,organic
CUST00341,12,6.94,4.95,0.2778,0.2305,5,397.87,79.57,188,0.0424,mobile,East,direct
CUST00342,13,7.56,5.35,0.3185,0.2175,5,217.56,43.51,187,0.0207,mobile,International,paid_search
CUST00343,12,6.72,4.86,0.3306,0.3399,5,778.68,155.74,166,0.0324,desktop,North,organic
CUST00344,11,6.35,4.58,0.2327,0.1365,6,144.77,24.13,181,0.0507,tablet,West,social
CUST00345,11,6.68,4.8,0.2915,0.1314,5,119.35,23.87,165,0.0624,mobile,South,organic
CUST00346,13,7.39,5.21,0.2425,0.2315,6,412.88,68.81,185,0.0249,mobile,North,direct
CUST00347,13,7.32,5.2,0.2629,0.2043,6,89.75,14.96,168,0.0422,desktop,West,paid_search
CUST00348,12,6.9,5.07,0.2254,0.2279,5,108.54,21.71,186,0.1147,mobile,International,social
CUST00349,14,7.81,5.55,0.2568,0.2506,5,113.99,22.8,179,0.1199,mobile,South,paid_search
CUST00350,11,6.4,4.56,0.3579,0.274,6,188.86,31.48,185,0.0601,mobile,South,email
CUST00351,11,6.56,4.82,0.2615,0.1503,6,2184.71,364.12,174,0.001,mobile,South,email
CUST00352,13,7.47,5.25,0.2961,0.1842,4,44.68,11.17,167,0.0826,desktop,West,email
CUST00353,12,6.86,4.84,0.2715,0.2388,6,1212.16,202.03,175,0.1298,mobile,North,email
CUST00354,12,7.26,5.17,0.3882,0.2813,5,608.67,121.73,172,0.122,tablet,North,organic
CUST00355,12,7.0,4.91,0.3692,0.3325,6,1695.05,282.51,176,0.0886,desktop,West,direct
CUST00356,13,7.29,5.15,0.3577,0.279,5,11781.69,2356.34,188,0.118,tablet,South,social
CUST00357,11,6.45,4.79,0.2888,0.1965,6,1433.78,238.96,189,0.0485,mobile,South,email
CUST00358,12,6.86,4.86,0.2847,0.1726,5,767.66,153.53,172,0.0845,mobile,West,social
CUST00359,13,7.3,5.16,0.2325,0.1857,5,48.37,9.67,177,0.017,tablet,International,organic
CUST00360,12,6.87,4.85,0.4189,0.2072,5,56.53,11.31,174,0.0674,mobile,International,social
CUST00361,13,7.3,5.24,0.2779,0.2651,5,381.8,76.36,191,0.1116,desktop,South,organic
CUST00362,12,7.19,5.18,0.3244,0.226,5,30.04,6.01,175,0.0227,mobile,International,social
CUST00363,13,7.56,5.35,0.3533,0.154,5,523.31,104.66,166,0.0133,desktop,West,paid_search
CUST00364,12,7.06,5.11,0.3074,0.2255,5,17.51,5.0,194,0.0483,tablet,North,organic
CUST00365,13,7.33,5.3,0.357,0.2679,6,1015.55,169.26,174,0.0412,mobile,East,direct
CUST00366,12,6.86,5.05,0.3217,0.2247,5,164.46,32.89,187,0.0793,mobile,North,direct
CUST00367,11,6.81,4.81,0.3943,0.2546,6,286.11,47.68,176,0.0288,mobile,West,email
CUST00368,11,6.45,4.53,0.2825,0.2438,6,97.09,16.18,185,0.1336,mobile,West,email
CUST00369,12,6.92,4.92,0.2359,0.3015,5,23.45,5.0,174,0.001,mobile,West,social
CUST00370,12,7.03,4.94,0.2804,0.2362,4,1124.44,281.11,184,0.111,desktop,North,social
CUST00371,13,7.26,5.2,0.3054,0.1968,6,1273.85,212.31,183,0.0103,mobile,East,organic
CUST00372,12,7.04,5.06,0.3155,0.184,4,158.52,39.63,194,0.001,mobile,North,direct
CUST00373,10,6.26,4.6,0.2974,0.2457,5,554.23,110.85,159,0.0715,mobile,International,email
CUST00374,11,6.74,4.89,0.207,0.0999,6,150.99,25.17,163,0.0448,mobile,West,social
CUST00375,14,7.95,5.61,0.3398,0.2235,6,349.44,58.24,175,0.001,mobile,North,direct
CUST00376,13,7.39,5.29,0.3912,0.2039,4,624.94,156.24,180,0.001,desktop,North,social
CUST00377,12,7.05,4.97,0.3171,0.147,5,485.71,97.14,173,0.0532,desktop,West,paid_search
CUST00378,12,6.93,5.03,0.3504,0.1891,4,1282.17,320.54,182,0.0981,mobile,East,direct
CUST00379,11,6.71,4.83,0.3034,0.2409,5,464.47,92.89,181,0.0788,mobile,West,paid_search
CUST00380,14,7.65,5.46,0.3284,0.2382,4,253.33,63.33,165,0.0598,desktop,South,social
CUST00381,13,7.52,5.47,0.3544,0.2312,5,95.54,19.11,189,0.0703,mobile,West,paid_search
CUST00382,12,6.8,4.82,0.3345,0.2467,6,135.5,22.58,168,0.0544,mobile,North,social
CUST00383,11,6.73,4.83,0.2693,0.2129,5,665.5,133.1,194,0.001,desktop,East,social
CUST00384,12,7.23,5.09,0.2582,0.2806,5,38.28,7.66,193,0.001,mobile,International,social
CUST00385,13,7.27,5.18,0.2804,0.2206,4,958.96,239.74,204,0.0291,mobile,East,paid_search
CUST00386,12,6.99,5.06,0.3396,0.1657,6,172.91,28.82,184,0.0403,tablet,North,paid_search
CUST00387,11,6.8,4.82,0.2905,0.3064,4,89.02,22.26,177,0.0937,mobile,International,social
CUST00388,13,7.27,5.16,0.3323,0.2514,5,62.99,12.6,181,0.0871,tablet,North,direct
CUST00389,11,6.54,4.78,0.3108,0.1819,5,562.81,112.56,178,0.0816,mobile,West,organic
CUST00390,13,7.3,5.31,0.3308,0.1489,6,240.31,40.05,183,0.035,desktop,East,organic
CUST00391,12,6.96,4.9,0.3541,0.2319,4,1741.28,435.32,171,0.001,mobile,South,organic
CUST00392,13,7.34,5.22,0.3001,0.2112,5,51.41,10.28,176,0.0725,mobile,North,direct
CUST00393,10,6.3,4.45,0.2275,0.2932,5,119.81,23.96,191,0.0716,desktop,North,social
CUST00394,12,7.14,5.05,0.2644,0.1885,5,218.35,43.67,180,0.001,desktop,West,direct
CUST00395,10,6.2,4.47,0.3179,0.1904,5,96.67,19.33,187,0.0052,mobile,West,social
CUST00396,12,7.13,5.1,0.2237,0.2769,4,246.55,61.64,179,0.0157,desktop,East,paid_search
CUST00397,12,7.2,5.13,0.3788,0.2735,5,363.08,72.62,183,0.0545,mobile,North,email
CUST00398,11,6.66,4.69,0.3083,0.2293,4,445.15,111.29,205,0.001,desktop,West,organic
CUST00399,13,7.1,5.17,0.3313,0.2633,4,1572.39,393.1,188,0.0443,desktop,East,paid_search
CUST00400,13,7.29,5.11,0.3961,0.2397,5,48.91,9.78,185,0.0367,mobile,South,paid_search
CUST00401,12,6.86,4.96,0.2871,0.2461,5,371.37,74.27,187,0.039,mobile,South,organic
CUST00402,12,6.76,4.81,0.3158,0.2682,5,110.05,22.01,167,0.0203,mobile,South,paid_search
CUST00403,12,7.17,5.08,0.2911,0.2486,5,416.19,83.24,193,0.0122,tablet,East,organic
CUST00404,13,7.4,5.29,0.2897,0.2107,5,416.87,83.37,154,0.008,mobile,East,organic
CUST00405,12,7.09,5.12,0.2512,0.2797,5,72.31,14.46,170,0.0733,desktop,East,paid_search
CUST00406,12,7.05,5.1,0.3639,0.0867,6,80.39,13.4,186,0.076,mobile,West,email
CUST00407,14,7.77,5.56,0.2958,0.3339,5,460.34,92.07,169,0.0163,desktop,South,organic
CUST00408,12,7.09,5.04,0.3465,0.1437,5,251.87,50.37,187,0.1229,desktop,East,paid_search
CUST00409,11,6.7,4.79,0.2202,0.1995,5,186.56,37.31,184,0.0328,desktop,South,organic
CUST00410,11,6.63,4.72,0.3647,0.2224,6,551.54,91.92,189,0.1225,tablet,West,social
CUST00411,12,6.98,5.03,0.3717,0.2275,5,604.13,120.83,176,0.0196,mobile,North,social
CUST00412,11,6.5,4.68,0.3107,0.2748,5,127.21,25.44,172,0.001,mobile,North,email
CUST00413,13,7.5,5.27,0.3236,0.1943,5,85.42,17.08,177,0.0713,tablet,West,email
CUST00414,12,7.13,5.07,0.3152,0.2293,5,51.49,10.3,182,0.0613,mobile,North,organic
CUST00415,12,7.04,5.07,0.4322,0.2049,4,255.01,63.75,171,0.056,desktop,East,organic
CUST00416,13,7.62,5.36,0.2102,0.2335,4,42.19,10.55,185,0.0156,desktop,International,organic
CUST00417,13,7.56,5.32,0.3388,0.2165,4,276.67,69.17,185,0.0464,desktop,East,direct
CUST00418,13,7.28,5.33,0.2618,0.2304,5,1099.91,219.98,183,0.0231,mobile,North,social
CUST00419,12,6.8,4.91,0.2866,0.1828,6,158.13,26.36,183,0.0337,mobile,South,organic
CUST00420,13,7.49,5.35,0.3081,0.2105,6,126.18,21.03,184,0.0905,desktop,West,organic
CUST00421,12,7.18,5.06,0.2783,0.2341,4,2886.08,721.52,178,0.0604,mobile,South,paid_search
CUST00422,11,6.41,4.61,0.3155,0.2797,5,1579.27,315.85,179,0.0813,desktop,West,organic
CUST00423,12,7.17,5.15,0.2398,0.1874,5,95.16,19.03,184,0.0366,mobile,West,email
CUST00424,13,7.39,5.27,0.3333,0.1624,5,290.53,58.11,164,0.0402,mobile,East,social
CUST00425,11,6.54,4.67,0.2011,0.2436,5,367.22,73.44,178,0.001,mobile,West,social
CUST00426,12,7.19,5.13,0.3336,0.2235,5,314.68,62.94,171,0.0357,tablet,South,paid_search
CUST00427,12,7.23,5.08,0.2804,0.259,5,2301.71,460.34,164,0.001,mobile,East,organic
CUST00428,12,6.94,5.04,0.2283,0.1645,6,272.53,45.42,181,0.02,desktop,West,social
CUST00429,10,5.98,4.42,0.3216,0.1399,5,328.0,65.6,181,0.0456,tablet,North,social
CUST00430,12,7.06,5.08,0.2247,0.1954,6,572.84,95.47,183,0.0766,desktop,South,paid_search
CUST00431,12,7.2,5.12,0.2985,0.179,5,1063.94,212.79,175,0.0389,tablet,West,paid_search
CUST00432,11,6.55,4.59,0.2435,0.2275,5,778.38,155.68,174,0.0704,mobile,West,email
CUST00433,12,7.17,5.04,0.3479,0.2075,5,475.62,95.12,183,0.001,desktop,East,organic
CUST00434,12,6.97,4.93,0.2497,0.2539,5,35.69,7.14,193,0.0411,mobile,West,paid_search
CUST00435,11,6.56,4.69,0.263,0.1944,6,133.9,22.32,166,0.001,desktop,East,paid_search
CUST00436,12,6.92,4.95,0.3124,0.2258,5,673.25,134.65,171,0.001,desktop,West,social
CUST00437,11,6.58,4.65,0.2646,0.2304,6,333.38,55.56,175,0.0425,mobile,West,organic
CUST00438,12,7.14,5.04,0.3106,0.2403,3,678.85,226.28,174,0.1164,mobile,South,social
CUST00439,11,6.72,4.83,0.1996,0.1996,5,2517.31,503.46,169,0.0737,desktop,South,organic
CUST00440,12,6.94,4.99,0.3444,0.2555,6,57.18,9.53,169,0.0558,mobile,West,organic
CUST00441,14,7.71,5.4,0.3983,0.188,5,997.75,199.55,193,0.043,desktop,West,social
CUST00442,12,6.86,4.92,0.4282,0.2811,6,162.71,27.12,181,0.0137,mobile,North,social
CUST00443,12,7.01,4.97,0.312,0.214,5,776.89,155.38,166,0.0292,tablet,East,email
CUST00444,11,6.69,4.86,0.342,0.1565,5,232.55,46.51,191,0.0664,mobile,North,paid_search
CUST00445,11,6.76,4.86,0.2105,0.229,5,3385.26,677.05,186,0.001,desktop,South,paid_search
CUST00446,10,6.36,4.53,0.374,0.1766,4,287.34,71.83,174,0.0825,mobile,West,social
CUST00447,12,6.97,4.99,0.3191,0.238,5,110.93,22.19,187,0.0278,mobile,North,paid_search
CUST00448,12,7.23,5.07,0.2939,0.3446,4,411.01,102.75,179,0.0917,mobile,West,organic
CUST00449,12,6.94,4.84,0.3709,0.1877,5,365.08,73.02,186,0.0952,mobile,International,organic
CUST00450,12,6.79,4.92,0.2765,0.2283,6,997.98,166.33,180,0.001,mobile,International,organic
CUST00451,14,7.83,5.56,0.2763,0.1316,5,425.56,85.11,193,0.0152,desktop,North,paid_search
CUST00452,10,6.19,4.51,0.3024,0.2261,5,5203.54,1040.71,175,0.0091,mobile,West,direct
CUST00453,10,6.37,4.47,0.2589,0.1851,5,213.24,42.65,179,0.001,desktop,International,email
CUST00454,14,7.67,5.45,0.3632,0.1982,5,216.36,43.27,188,0.001,mobile,North,direct
CUST00455,10,6.08,4.28,0.2375,0.1574,5,116.06,23.21,188,0.1684,mobile,South,direct
CUST00456,12,7.01,4.91,0.2485,0.2574,5,272.0,54.4,185,0.078,mobile,International,paid_search
CUST00457,12,7.04,4.99,0.2605,0.275,4,325.51,81.38,168,0.1512,desktop,North,organic
CUST00458,12,6.94,5.02,0.3382,0.2214,5,346.31,69.26,179,0.0923,mobile,International,social
CUST00459,13,7.38,5.25,0.273,0.1798,5,265.86,53.17,177,0.0143,mobile,East,email
CUST00460,11,6.48,4.66,0.2341,0.3006,5,115.21,23.04,183,0.0301,mobile,North,paid_search
CUST00461,12,6.94,4.94,0.2443,0.1627,5,82.35,16.47,179,0.0798,mobile,South,paid_search
CUST00462,12,7.1,4.98,0.2845,0.1011,6,153.95,25.66,187,0.0686,mobile,South,organic
CUST00463,13,7.49,5.28,0.2467,0.2474,5,1002.23,200.45,165,0.0278,mobile,South,paid_search
CUST00464,11,6.43,4.67,0.2548,0.1744,6,1307.49,217.92,185,0.001,mobile,East,paid_search
CUST00465,13,7.53,5.36,0.4022,0.2668,5,222.5,44.5,178,0.2154,desktop,East,paid_search
CUST00466,12,6.94,5.0,0.2679,0.2095,5,76.48,15.3,194,0.0364,mobile,East,email
CUST00467,13,7.6,5.35,0.2614,0.2327,6,221.35,36.89,170,0.0379,mobile,North,organic
CUST00468,11,6.52,4.65,0.2761,0.2858,4,3240.67,810.17,182,0.0549,mobile,West,direct
CUST00469,12,6.85,4.93,0.2895,0.1677,6,840.4,140.07,169,0.0431,desktop,East,organic
CUST00470,11,6.75,4.8,0.3282,0.1895,4,483.11,120.78,187,0.0531,mobile,West,direct
CUST00471,13,7.51,5.29,0.3692,0.2332,4,803.57,200.89,185,0.1121,desktop,West,paid_search
CUST00472,12,7.01,4.98,0.2885,0.2998,5,1640.64,328.13,177,0.0454,desktop,South,social
CUST00473,12,6.77,4.86,0.238,0.1869,5,58.91,11.78,180,0.001,desktop,North,organic
CUST00474,12,6.78,4.75,0.3622,0.1891,5,150.77,30.15,183,0.0405,mobile,International,social
CUST00475,12,6.88,4.83,0.3168,0.2607,5,127.35,25.47,183,0.0257,mobile,West,email
CUST00476,13,7.4,5.24,0.382,0.1876,6,505.31,84.22,176,0.1226,mobile,North,organic
CUST00477,12,6.94,5.02,0.1938,0.2323,4,298.2,74.55,189,0.1043,tablet,West,organic
CUST00478,11,6.46,4.6,0.3117,0.1439,6,622.76,103.79,162,0.0637,desktop,North,paid_search
CUST00479,13,7.26,5.18,0.4027,0.336,4,130.83,32.71,185,0.001,mobile,North,organic
CUST00480,11,6.7,4.78,0.274,0.1461,5,1332.19,266.44,184,0.001,tablet,East,organic
CUST00481,10,6.21,4.44,0.2988,0.2118,4,224.61,56.15,179,0.0517,mobile,North,social
CUST00482,14,7.96,5.52,0.3024,0.2087,3,577.02,192.34,182,0.0657,mobile,International,organic
CUST00483,13,7.5,5.29,0.2985,0.3362,4,1071.18,267.8,175,0.0331,mobile,West,social
CUST00484,12,6.79,4.84,0.283,0.1526,7,970.06,138.58,193,0.0204,mobile,East,email
CUST00485,12,6.99,5.11,0.2894,0.3241,6,382.1,63.68,179,0.0207,desktop,North,social
CUST00486,12,7.18,5.22,0.2633,0.2537,5,673.19,134.64,183,0.0475,desktop,South,organic
CUST00487,13,7.29,5.18,0.3565,0.237,5,2103.22,420.64,180,0.001,desktop,South,social
CUST00488,13,7.53,5.27,0.3224,0.1702,4,461.45,115.36,170,0.001,mobile,East,paid_search
CUST00489,11,6.56,4.75,0.3037,0.2417,5,99.36,19.87,168,0.0238,desktop,North,paid_search
CUST00490,10,6.02,4.43,0.3828,0.2168,6,502.78,83.8,178,0.1112,desktop,East,paid_search
CUST00491,12,6.95,4.99,0.2906,0.2863,5,233.68,46.74,174,0.0117,mobile,South,direct
CUST00492,13,7.3,5.12,0.2625,0.1724,5,13.46,5.0,181,0.0585,mobile,International,social
CUST00493,12,6.89,4.99,0.2852,0.2262,5,432.96,86.59,204,0.0503,desktop,International,organic
CUST00494,13,7.4,5.23,0.3027,0.1943,5,282.61,56.52,183,0.1134,desktop,East,paid_search
CUST00495,13,7.53,5.29,0.2598,0.1806,4,1020.82,255.2,176,0.1147,desktop,East,paid_search
CUST00496,11,6.5,4.73,0.2564,0.2426,5,96.88,19.38,173,0.0504,mobile,North,direct
CUST00497,13,7.42,5.34,0.2811,0.2522,5,38.1,7.62,175,0.0282,mobile,North,direct
CUST00498,11,6.68,4.87,0.4121,0.285,6,301.37,50.23,174,0.0196,desktop,International,paid_search
CUST00499,13,7.43,5.35,0.1709,0.1384,5,391.34,78.27,172,0.042,desktop,West,paid_search
CUST00500,12,7.07,4.97,0.2791,0.2639,5,274.76,54.95,186,0.0255,mobile,North,social
CUST00501,11,6.73,4.86,0.3843,0.3438,5,251.03,50.21,183,0.0765,desktop,East,paid_search
CUST00502,10,6.17,4.37,0.309,0.1997,5,65.36,13.07,187,0.068,tablet,International,organic
CUST00503,13,7.3,5.22,0.3503,0.3246,4,206.11,51.53,187,0.0767,tablet,South,social
CUST00504,11,6.58,4.7,0.2923,0.197,5,159.12,31.82,182,0.1122,desktop,North,paid_search
CUST00505,12,6.86,4.97,0.2396,0.1303,5,920.54,184.11,190,0.1385,mobile,International,social
CUST00506,12,7.07,5.01,0.1916,0.2076,6,390.93,65.16,191,0.0513,desktop,East,paid_search
CUST00507,9,5.59,4.16,0.3128,0.2743,6,173.58,28.93,170,0.1096,mobile,South,social
CUST00508,12,6.97,5.09,0.2546,0.1729,6,2057.55,342.92,187,0.0288,desktop,South,social
CUST00509,13,7.2,5.08,0.2668,0.1953,6,175.54,29.26,157,0.1196,mobile,West,paid_search
CUST00510,12,7.17,5.19,0.2682,0.2443,5,487.34,97.47,194,0.0964,desktop,West,social
CUST00511,11,6.69,4.87,0.3817,0.2159,5,199.1,39.82,178,0.101,desktop,South,paid_search
CUST00512,11,6.67,4.8,0.4354,0.261,5,1834.87,366.97,180,0.0547,desktop,North,organic
CUST00513,12,6.88,4.86,0.313,0.2335,6,272.4,45.4,187,0.0133,desktop,South,organic
CUST00514,11,6.72,4.79,0.2727,0.2408,4,282.53,70.63,186,0.001,mobile,North,organic
CUST00515,11,6.85,4.86,0.2529,0.2076,5,205.87,41.17,178,0.0487,desktop,North,organic
CUST00516,13,7.31,5.22,0.3216,0.2301,5,311.91,62.38,181,0.1263,mobile,South,social
CUST00517,12,7.14,5.16,0.3813,0.1675,4,1076.66,269.17,181,0.034,mobile,North,paid_search
CUST00518,14,7.67,5.43,0.3001,0.2941,6,695.58,115.93,170,0.0939,tablet,International,organic
CUST00519,12,6.98,4.89,0.1837,0.1904,5,253.33,50.67,182,0.091,desktop,North,email
CUST00520,13,7.2,5.2,0.3498,0.2891,5,2001.01,400.2,185,0.0341,desktop,South,social
CUST00521,12,6.96,4.98,0.3574,0.2146,4,719.3,179.82,199,0.1072,mobile,North,paid_search
CUST00522,11,6.72,4.83,0.2042,0.2173,5,142.42,28.48,181,0.001,desktop,West,organic
CUST00523,12,6.83,4.85,0.3284,0.2105,5,44.48,8.9,177,0.001,desktop,North,organic
CUST00524,13,7.25,5.23,0.3072,0.1572,6,146.55,24.42,181,0.0039,desktop,East,paid_search
CUST00525,13,7.26,5.26,0.2819,0.1215,4,407.71,101.93,173,0.0121,tablet,West,email
CUST00526,12,7.14,5.13,0.2483,0.1578,4,511.65,127.91,171,0.071,mobile,International,organic
CUST00527,11,6.52,4.63,0.373,0.2211,4,1311.27,327.82,174,0.0669,desktop,West,social
CUST00528,12,6.85,4.9,0.288,0.2369,5,63.31,12.66,181,0.0691,desktop,North,direct
CUST00529,12,7.01,5.01,0.2122,0.26,5,142.25,28.45,185,0.0779,mobile,North,social
CUST00530,12,6.89,4.89,0.1841,0.1873,3,57.14,19.05,182,0.0018,mobile,West,paid_search
CUST00531,15,8.15,5.75,0.3736,0.1841,5,46.82,9.36,183,0.001,tablet,North,social
CUST00532,12,6.97,5.03,0.3382,0.1536,4,112.68,28.17,171,0.074,mobile,South,email
CUST00533,13,7.39,5.29,0.3141,0.2515,5,384.84,76.97,180,0.0186,mobile,International,social
